id,product_name,region,sales_amount,date,quantity,category,profit,customer_name,city,sub_category,discount,user_id
13686,Camera,West,1875.28002929688,2024-06-23,1,Office Supplies,496.140014648438,Rahul Sharma,Mumbai,Imaging,11,87
13687,Laptop,East,3178.23999023438,2025-04-21,5,Electronics,1095.17004394531,Priya Singh,Pune,Computing,12,88
13689,Tablet,South,855.299987792969,2025-01-03,5,Electronics,220.289993286133,Sneha Kapoor,Hyderabad,Gadgets,14,90
13690,Laptop,South,4085.93994140625,2026-05-06,1,Electronics,607.5,Rohit Mehta,Delhi,Computing,15,91
13691,Monitor,South,2006.7099609375,2025-01-14,4,Office Supplies,635.679992675781,Neha Arora,Mumbai,Computing,16,92
13692,Headphones,West,1491.94995117188,2025-01-31,3,Electronics,158.940002441406,Rahul Sharma,Pune,Accessories,17,93
13694,Laptop,East,1530.22998046875,2025-07-08,3,Electronics,197.570007324219,Amit Verma,Hyderabad,Computing,19,95
13695,Camera,Central,1539.86999511719,2024-05-23,5,Office Supplies,202.460006713867,Sneha Kapoor,Delhi,Imaging,20,96
13696,Mouse,West,3577.1298828125,2024-04-22,5,Electronics,391.399993896484,Rohit Mehta,Mumbai,Peripherals,21,97
13697,Monitor,East,1859.78002929688,2025-04-18,4,Office Supplies,378.320007324219,Neha Arora,Pune,Computing,22,98
13699,Headphones,South,2827.89990234375,2025-05-27,2,Electronics,789.590026855469,Priya Singh,Hyderabad,Accessories,24,100
13702,Camera,North,3263.47998046875,2026-03-11,3,Office Supplies,658.75,Rohit Mehta,Pune,Imaging,7,3
13703,Laptop,North,1790.13000488281,2026-01-24,3,Electronics,395.869995117188,Neha Arora,Bangalore,Computing,8,4
13704,Headphones,West,2317.669921875,2024-09-06,4,Electronics,373.769989013672,Rahul Sharma,Hyderabad,Accessories,9,5
13705,Monitor,North,1751.7099609375,2024-11-12,3,Office Supplies,352.089996337891,Priya Singh,Delhi,Computing,10,6
13707,Smartwatch,West,438.429992675781,2025-03-05,5,Office Supplies,152.399993896484,Sneha Kapoor,Pune,Gadgets,12,8
13708,Camera,West,1859.66003417969,2024-04-03,1,Office Supplies,509.410003662109,Rohit Mehta,Bangalore,Imaging,13,9
13709,Printer,East,4815.58984375,2024-08-01,4,Office Supplies,1096.68994140625,Neha Arora,Hyderabad,Office Devices,14,10
13710,Printer,West,1254.4599609375,2026-04-18,3,Office Supplies,311.179992675781,Rahul Sharma,Delhi,Office Devices,15,11
13711,Tablet,West,3243.82006835938,2025-10-08,3,Electronics,1092.58996582031,Priya Singh,Mumbai,Gadgets,16,12
13712,Laptop,East,3625.47998046875,2024-10-31,4,Electronics,791.409973144531,Amit Verma,Pune,Computing,17,13
13713,Printer,East,2111.80004882813,2025-01-25,1,Office Supplies,694.25,Sneha Kapoor,Bangalore,Office Devices,18,14
13714,Laptop,West,1771.14001464844,2025-11-19,4,Electronics,459.290008544922,Rohit Mehta,Hyderabad,Computing,19,15
13716,Monitor,North,4504.39990234375,2024-03-03,3,Office Supplies,1450.41003417969,Rahul Sharma,Mumbai,Computing,21,17
13717,Smartwatch,West,3290.67993164063,2025-02-14,1,Office Supplies,618.5,Priya Singh,Pune,Gadgets,22,18
13719,Monitor,Central,2813.89990234375,2025-02-20,2,Office Supplies,342.299987792969,Sneha Kapoor,Hyderabad,Computing,24,20
13721,Printer,East,2313.080078125,2025-10-19,3,Office Supplies,737.940002441406,Neha Arora,Mumbai,Office Devices,6,22
13722,Printer,East,3931.59008789063,2025-06-12,1,Office Supplies,959.619995117188,Rahul Sharma,Pune,Office Devices,7,23
13723,Tablet,West,4852.259765625,2024-06-18,5,Electronics,693.47998046875,Priya Singh,Bangalore,Gadgets,8,24
13724,Tablet,South,1077.17004394531,2025-02-24,4,Electronics,195.690002441406,Amit Verma,Hyderabad,Gadgets,9,25
13725,Camera,North,-1686.94995117188,2025-09-08,3,Office Supplies,-264.670013427734,Sneha Kapoor,Delhi,Imaging,10,26
13727,Monitor,Central,2260.75,2025-07-11,1,Office Supplies,318.529998779297,Neha Arora,Pune,Computing,12,28
13728,Mouse,East,968.320007324219,2024-09-29,3,Electronics,195.169998168945,Rahul Sharma,Bangalore,Peripherals,13,29
13730,Mobile,East,937.070007324219,2025-08-06,5,Office Supplies,296.320007324219,Amit Verma,Delhi,Gadgets,15,31
13731,Mouse,North,3002.61010742188,2024-03-25,5,Electronics,446.570007324219,Sneha Kapoor,Mumbai,Peripherals,16,32
13732,Mobile,South,1534.7900390625,2026-03-04,3,Office Supplies,182.529998779297,Rohit Mehta,Pune,Gadgets,17,33
13733,Camera,Central,1098.14001464844,2024-05-06,5,Office Supplies,241.75,Neha Arora,Bangalore,Imaging,18,34
13734,Headphones,Central,1616.84997558594,2025-09-05,2,Electronics,265.970001220703,Rahul Sharma,Hyderabad,Accessories,19,35
13735,Laptop,West,1274.44995117188,2025-10-18,2,Electronics,132.880004882813,Priya Singh,Delhi,Computing,20,36
13736,Mouse,South,1571.75,2024-10-09,4,Electronics,488.190002441406,Amit Verma,Mumbai,Peripherals,21,37
13737,Mobile,West,3729.330078125,2024-04-02,5,Office Supplies,414.320007324219,Sneha Kapoor,Pune,Gadgets,22,38
13739,Keyboard,East,1456.66003417969,2025-12-11,5,Electronics,328.619995117188,Neha Arora,Hyderabad,Peripherals,24,40
13740,Smartwatch,West,3370.4599609375,2025-05-09,3,Office Supplies,417.369995117188,Rahul Sharma,Delhi,Gadgets,5,41
13741,Tablet,South,269.769989013672,2025-11-09,1,Electronics,41.5699996948242,Priya Singh,Mumbai,Gadgets,6,42
13742,Smartwatch,East,1907.73999023438,2025-12-16,2,Office Supplies,232.339996337891,Amit Verma,Pune,Gadgets,7,43
13743,Smartwatch,West,2222.36010742188,2025-06-09,4,Office Supplies,423.929992675781,Sneha Kapoor,Bangalore,Gadgets,8,44
13744,Laptop,East,2184.3701171875,2025-09-19,5,Electronics,417.109985351563,Rohit Mehta,Hyderabad,Computing,9,45
13745,Headphones,West,2935.92993164063,2025-04-25,3,Electronics,611.710021972656,Neha Arora,Delhi,Accessories,10,46
13746,Mobile,West,3920.92993164063,2024-12-06,3,Office Supplies,507.459991455078,Rahul Sharma,Mumbai,Gadgets,11,47
13747,Camera,South,4627.64013671875,2025-03-21,1,Office Supplies,643.710021972656,Priya Singh,Pune,Imaging,12,48
13748,Mobile,Central,382.290008544922,2026-04-14,4,Office Supplies,63.5999984741211,Amit Verma,Bangalore,Gadgets,13,49
13749,Mobile,Central,771.940002441406,2024-01-25,2,Office Supplies,189.929992675781,Sneha Kapoor,Hyderabad,Gadgets,14,50
13750,Camera,East,2413.76000976563,2025-11-28,3,Office Supplies,347.070007324219,Rohit Mehta,Delhi,Imaging,15,51
13752,Mouse,Central,128.970001220703,2025-03-23,4,Electronics,24.0699996948242,Rahul Sharma,Pune,Peripherals,17,53
13754,Monitor,West,790.960021972656,2025-09-19,2,Office Supplies,142.850006103516,Amit Verma,Hyderabad,Computing,19,55
13755,Printer,East,3211.6201171875,2025-07-23,2,Office Supplies,366.510009765625,Sneha Kapoor,Delhi,Office Devices,20,56
13756,Camera,East,2801.93994140625,2025-05-31,3,Office Supplies,318.829986572266,Rohit Mehta,Mumbai,Imaging,21,57
13758,Mouse,North,791.130004882813,2024-02-26,3,Electronics,197.139999389648,Rahul Sharma,Bangalore,Peripherals,23,59
13759,Monitor,South,278.5,2024-12-23,5,Office Supplies,40.0900001525879,Priya Singh,Hyderabad,Computing,24,60
13760,Camera,South,1399.23999023438,2024-01-11,1,Office Supplies,143.759994506836,Amit Verma,Delhi,Imaging,5,61
13761,Smartwatch,South,3700.56005859375,2024-02-10,2,Office Supplies,490.369995117188,Sneha Kapoor,Mumbai,Gadgets,6,62
13762,Tablet,East,945.599975585938,2024-02-08,4,Electronics,97.120002746582,Rohit Mehta,Pune,Gadgets,7,63
13764,Tablet,West,593.0,2025-01-07,1,Electronics,106.5,Rahul Sharma,Hyderabad,Gadgets,9,65
13765,Mouse,South,2051.7900390625,2025-05-20,5,Electronics,412.920013427734,Priya Singh,Delhi,Peripherals,10,66
13766,Camera,West,223.820007324219,2024-07-04,3,Office Supplies,64.5,Amit Verma,Mumbai,Imaging,11,67
13767,Tablet,West,3919.05004882813,2025-03-27,1,Electronics,628.940002441406,Sneha Kapoor,Pune,Gadgets,12,68
13768,Tablet,South,2265.61010742188,2025-09-08,5,Electronics,276.529998779297,Rohit Mehta,Bangalore,Gadgets,13,69
13769,Printer,Central,3161.72998046875,2025-07-24,3,Office Supplies,956.390014648438,Neha Arora,Hyderabad,Office Devices,14,70
13770,Laptop,East,1419.83996582031,2025-03-11,1,Electronics,261.299987792969,Rahul Sharma,Delhi,Computing,15,71
13772,Laptop,South,3239.1201171875,2026-02-15,2,Electronics,1126.69995117188,Amit Verma,Pune,Computing,17,73
13773,Keyboard,South,2805.13989257813,2024-08-21,4,Electronics,858.590026855469,Sneha Kapoor,Bangalore,Peripherals,18,74
13774,Smartwatch,South,1923.2099609375,2024-04-06,2,Office Supplies,199.809997558594,Rohit Mehta,Hyderabad,Gadgets,19,75
13775,Mobile,South,1681.51000976563,2024-07-20,5,Office Supplies,298.980010986328,Neha Arora,Delhi,Gadgets,20,76
13776,Printer,South,2594.669921875,2025-06-03,1,Office Supplies,500.950012207031,Rahul Sharma,Mumbai,Office Devices,21,77
13777,Tablet,West,2320.14990234375,2024-01-24,1,Electronics,248.789993286133,Priya Singh,Pune,Gadgets,22,78
13778,Camera,West,1750.85998535156,2024-07-17,5,Office Supplies,265.450012207031,Amit Verma,Bangalore,Imaging,23,79
13782,Monitor,Central,2127.7900390625,2025-02-08,4,Office Supplies,686.580017089844,Rahul Sharma,Pune,Computing,7,83
13783,Monitor,West,2423.47998046875,2025-12-16,1,Office Supplies,676.929992675781,Priya Singh,Bangalore,Computing,8,84
13784,Tablet,North,1221.07995605469,2025-05-03,1,Electronics,196.160003662109,Amit Verma,Hyderabad,Gadgets,9,85
13785,Laptop,East,4244.83984375,2026-02-02,2,Electronics,856.77001953125,Sneha Kapoor,Delhi,Computing,10,86
13786,Keyboard,North,2371.48999023438,2024-07-28,3,Electronics,367.429992675781,Rohit Mehta,Mumbai,Peripherals,11,87
13787,Laptop,East,4687.31982421875,2024-05-14,3,Electronics,1631.60998535156,Neha Arora,Pune,Computing,12,88
13788,Laptop,South,2372.26000976563,2025-10-22,1,Electronics,463.839996337891,Rahul Sharma,Bangalore,Computing,13,89
13789,Printer,East,3660.5400390625,2025-11-01,5,Office Supplies,782.159973144531,Priya Singh,Hyderabad,Office Devices,14,90
13790,Tablet,East,2239.7900390625,2025-10-22,1,Electronics,472.290008544922,Amit Verma,Delhi,Gadgets,15,91
13791,Headphones,West,3629.28002929688,2024-07-25,1,Electronics,493.200012207031,Sneha Kapoor,Mumbai,Accessories,16,92
13792,Camera,West,550.140014648438,2025-06-01,5,Office Supplies,57.0900001525879,Rohit Mehta,Pune,Imaging,17,93
13793,Mobile,South,609.090026855469,2024-06-25,5,Office Supplies,129.149993896484,Neha Arora,Bangalore,Gadgets,18,94
13794,Monitor,Central,3721.93994140625,2024-02-01,2,Office Supplies,897.869995117188,Rahul Sharma,Hyderabad,Computing,19,95
13795,Camera,West,1185.21997070313,2025-06-03,4,Office Supplies,255.669998168945,Priya Singh,Delhi,Imaging,20,96
13796,Monitor,South,412.730010986328,2025-10-20,5,Office Supplies,142.679992675781,Amit Verma,Mumbai,Computing,21,97
13797,Smartwatch,Central,649.320007324219,2025-08-03,1,Office Supplies,107.559997558594,Sneha Kapoor,Pune,Gadgets,22,98
13798,Monitor,Central,3506.81005859375,2025-03-04,4,Office Supplies,460.390014648438,Rohit Mehta,Bangalore,Computing,23,99
13799,Headphones,East,-2815.71997070313,2026-03-02,3,Electronics,-319.420013427734,Neha Arora,Hyderabad,Accessories,24,100
13800,Monitor,East,1492.96997070313,2024-10-25,1,Office Supplies,183.970001220703,Rahul Sharma,Delhi,Computing,5,1
13801,Headphones,North,2873.85009765625,2025-07-25,4,Electronics,852.52001953125,Priya Singh,Mumbai,Accessories,6,2
13802,Camera,East,2278.07006835938,2025-07-21,4,Office Supplies,401.739990234375,Amit Verma,Pune,Imaging,7,3
13803,Smartwatch,South,600.650024414063,2025-05-06,2,Office Supplies,65.5699996948242,Sneha Kapoor,Bangalore,Gadgets,8,4
13804,Tablet,Central,3691.01000976563,2025-01-15,3,Electronics,729.640014648438,Rohit Mehta,Hyderabad,Gadgets,9,5
13806,Printer,East,940.119995117188,2025-07-20,1,Office Supplies,125.330001831055,Rahul Sharma,Mumbai,Office Devices,11,7
13807,Printer,South,645.710021972656,2025-03-08,3,Office Supplies,203.369995117188,Priya Singh,Pune,Office Devices,12,8
13808,Laptop,West,1475.43005371094,2025-10-03,5,Electronics,382.929992675781,Amit Verma,Bangalore,Computing,13,9
13809,Smartwatch,East,3335.1201171875,2025-12-12,3,Office Supplies,1038.08996582031,Sneha Kapoor,Hyderabad,Gadgets,14,10
13810,Smartwatch,West,364.179992675781,2025-02-05,3,Office Supplies,67.3899993896484,Rohit Mehta,Delhi,Gadgets,15,11
13811,Monitor,South,220.210006713867,2024-09-19,2,Office Supplies,54.810001373291,Neha Arora,Mumbai,Computing,16,12
13812,Tablet,North,1661.98999023438,2025-11-01,2,Electronics,379.630004882813,Rahul Sharma,Pune,Gadgets,17,13
13814,Monitor,South,3508.52001953125,2024-10-28,1,Office Supplies,801.700012207031,Amit Verma,Hyderabad,Computing,19,15
13816,Camera,North,2045.35998535156,2024-04-06,2,Office Supplies,357.470001220703,Rohit Mehta,Mumbai,Imaging,21,17
13817,Keyboard,West,4665.02978515625,2024-08-25,2,Electronics,1076.89001464844,Neha Arora,Pune,Peripherals,22,18
13819,Monitor,Central,2922.669921875,2025-11-13,1,Office Supplies,421.260009765625,Priya Singh,Hyderabad,Computing,24,20
13821,Headphones,North,3874.30004882813,2025-12-09,5,Electronics,713.900024414063,Sneha Kapoor,Mumbai,Accessories,6,22
13822,Camera,West,4092.10009765625,2025-06-24,4,Office Supplies,1047.21997070313,Rohit Mehta,Pune,Imaging,7,23
13823,Smartwatch,North,924.419982910156,2025-01-23,5,Office Supplies,309.440002441406,Neha Arora,Bangalore,Gadgets,8,24
13824,Camera,South,-334.790008544922,2025-02-06,4,Office Supplies,-76.370002746582,Rahul Sharma,Hyderabad,Imaging,9,25
13825,Headphones,West,244.529998779297,2024-01-14,4,Electronics,26.5100002288818,Priya Singh,Delhi,Accessories,10,26
13826,Headphones,West,284.320007324219,2024-05-18,3,Electronics,56.3600006103516,Amit Verma,Mumbai,Accessories,11,27
13827,Mobile,South,334.380004882813,2025-04-27,5,Office Supplies,63.4700012207031,Sneha Kapoor,Pune,Gadgets,12,28
13828,Printer,East,2317.82006835938,2025-10-13,5,Office Supplies,717.890014648438,Rohit Mehta,Bangalore,Office Devices,13,29
13829,Keyboard,West,353.640014648438,2024-05-17,2,Electronics,73.2099990844727,Neha Arora,Hyderabad,Peripherals,14,30
13830,Keyboard,Central,538.820007324219,2025-03-31,5,Electronics,122.209999084473,Rahul Sharma,Delhi,Peripherals,15,31
13831,Smartwatch,North,4798.6201171875,2025-12-16,2,Office Supplies,1401.34997558594,Priya Singh,Mumbai,Gadgets,16,32
13832,Tablet,South,2110.93994140625,2025-10-26,4,Electronics,473.200012207031,Amit Verma,Pune,Gadgets,17,33
13833,Tablet,South,237.800003051758,2025-09-18,1,Electronics,36.3899993896484,Sneha Kapoor,Bangalore,Gadgets,18,34
13836,Mouse,North,4258.7001953125,2025-08-07,2,Electronics,675.400024414063,Rahul Sharma,Mumbai,Peripherals,21,37
13837,Tablet,East,388.790008544922,2025-09-16,3,Electronics,58.6199989318848,Priya Singh,Pune,Gadgets,22,38
13840,Keyboard,North,4081.3798828125,2025-10-16,5,Electronics,426.420013427734,Rohit Mehta,Delhi,Peripherals,5,41
13841,Printer,North,4918.2900390625,2025-12-11,1,Office Supplies,508.410003662109,Neha Arora,Mumbai,Office Devices,6,42
13842,Camera,South,1874.71997070313,2025-10-08,1,Office Supplies,479.790008544922,Rahul Sharma,Pune,Imaging,7,43
13843,Keyboard,South,3118.669921875,2024-11-20,3,Electronics,986.140014648438,Priya Singh,Bangalore,Peripherals,8,44
13846,Keyboard,South,4050.68994140625,2025-08-01,4,Electronics,1414.11999511719,Rohit Mehta,Mumbai,Peripherals,11,47
13847,Laptop,West,111.129997253418,2024-08-24,3,Electronics,31.7900009155273,Neha Arora,Pune,Computing,12,48
13849,Mouse,West,3590.77001953125,2025-05-08,1,Electronics,602.359985351563,Priya Singh,Hyderabad,Peripherals,14,50
13850,Mobile,South,2069.84008789063,2025-03-22,2,Office Supplies,613.530029296875,Amit Verma,Delhi,Gadgets,15,51
13851,Keyboard,West,4113.7001953125,2025-04-08,5,Electronics,1050.13000488281,Sneha Kapoor,Mumbai,Peripherals,16,52
13852,Laptop,North,5050.06005859375,2025-12-02,5,Electronics,1645.27001953125,Rohit Mehta,Pune,Computing,17,53
13853,Mobile,East,2379.34008789063,2025-10-04,1,Office Supplies,655.659973144531,Neha Arora,Bangalore,Gadgets,18,54
13855,Mouse,West,177.139999389648,2025-04-07,3,Electronics,58.8199996948242,Priya Singh,Delhi,Peripherals,20,56
13860,Smartwatch,East,1825.94995117188,2025-07-23,4,Office Supplies,244.350006103516,Rahul Sharma,Delhi,Gadgets,5,61
13861,Smartwatch,North,2676.76000976563,2025-10-31,2,Office Supplies,839.590026855469,Priya Singh,Mumbai,Gadgets,6,62
13862,Mobile,South,2082.21997070313,2024-09-26,5,Office Supplies,245.360000610352,Amit Verma,Pune,Gadgets,7,63
13864,Mobile,Central,4095.73999023438,2025-04-07,1,Office Supplies,900.109985351563,Rohit Mehta,Hyderabad,Gadgets,9,65
13866,Keyboard,North,3517.85009765625,2025-06-07,4,Electronics,765.27001953125,Rahul Sharma,Mumbai,Peripherals,11,67
13867,Mobile,North,182.740005493164,2024-05-31,3,Office Supplies,56.9000015258789,Priya Singh,Pune,Gadgets,12,68
13870,Camera,North,2180.15991210938,2024-09-29,1,Office Supplies,572.909973144531,Rohit Mehta,Delhi,Imaging,15,71
13871,Printer,East,4187.7998046875,2025-02-17,4,Office Supplies,742.330017089844,Neha Arora,Mumbai,Office Devices,16,72
13872,Headphones,Central,1946.53002929688,2024-05-04,2,Electronics,483.519989013672,Rahul Sharma,Pune,Accessories,17,73
13875,Printer,North,1756.05004882813,2024-02-04,3,Office Supplies,545.530029296875,Sneha Kapoor,Delhi,Office Devices,20,76
13876,Smartwatch,South,4242.89990234375,2025-10-12,1,Office Supplies,762.380004882813,Rohit Mehta,Mumbai,Gadgets,21,77
13877,Laptop,Central,2034.27001953125,2024-08-17,1,Electronics,631.539978027344,Neha Arora,Pune,Computing,22,78
13878,Tablet,North,5105.5400390625,2025-09-05,2,Electronics,893.039978027344,Rahul Sharma,Bangalore,Gadgets,23,79
13879,Mouse,South,234.259994506836,2024-08-20,1,Electronics,64.5,Priya Singh,Hyderabad,Peripherals,24,80
13880,Camera,Central,3527.32006835938,2025-08-28,1,Office Supplies,409.630004882813,Amit Verma,Delhi,Imaging,5,81
13881,Mouse,East,-4993.7900390625,2025-03-17,4,Electronics,-1440.67004394531,Sneha Kapoor,Mumbai,Peripherals,6,82
13882,Printer,North,1305.26000976563,2026-02-17,5,Office Supplies,357.529998779297,Rohit Mehta,Pune,Office Devices,7,83
13883,Tablet,South,5449.240234375,2025-09-17,3,Electronics,1285.56994628906,Neha Arora,Bangalore,Gadgets,8,84
13885,Tablet,North,3482.28002929688,2024-06-11,1,Electronics,1008.05999755859,Priya Singh,Delhi,Gadgets,10,86
13886,Printer,North,1595.35998535156,2024-03-30,5,Office Supplies,163.779998779297,Amit Verma,Mumbai,Office Devices,11,87
13887,Printer,North,4429.2099609375,2024-03-22,1,Office Supplies,1009.96002197266,Sneha Kapoor,Pune,Office Devices,12,88
13888,Keyboard,East,2223.84008789063,2024-02-14,1,Electronics,572.309997558594,Rohit Mehta,Bangalore,Peripherals,13,89
13891,Smartwatch,East,-1504.06994628906,2024-02-11,2,Office Supplies,-495.440002441406,Priya Singh,Mumbai,Gadgets,16,92
13894,Headphones,Central,3151.6201171875,2024-07-05,5,Electronics,435.220001220703,Rohit Mehta,Hyderabad,Accessories,19,95
13895,Mouse,East,4437.39013671875,2024-10-23,5,Electronics,1436.85998535156,Neha Arora,Delhi,Peripherals,20,96
13896,Mobile,East,2828.919921875,2025-09-14,2,Office Supplies,724.72998046875,Rahul Sharma,Mumbai,Gadgets,21,97
13897,Headphones,West,3009.59008789063,2024-12-11,1,Electronics,703.640014648438,Priya Singh,Pune,Accessories,22,98
13898,Keyboard,East,-4069.38989257813,2024-07-19,1,Electronics,-808.640014648438,Amit Verma,Bangalore,Peripherals,23,99
13899,Mobile,East,2633.11010742188,2024-04-14,3,Office Supplies,619.609985351563,Sneha Kapoor,Hyderabad,Gadgets,24,100
13900,Headphones,North,2251.68994140625,2025-05-05,4,Electronics,630.179992675781,Rohit Mehta,Delhi,Accessories,5,1
13901,Laptop,East,5055.759765625,2025-10-27,2,Electronics,926.780029296875,Neha Arora,Mumbai,Computing,6,2
13902,Tablet,North,2530.02001953125,2024-06-23,5,Electronics,642.679992675781,Rahul Sharma,Pune,Gadgets,7,3
13903,Keyboard,Central,4377.4599609375,2025-10-24,3,Electronics,1223.40002441406,Priya Singh,Bangalore,Peripherals,8,4
13905,Mouse,West,1486.32995605469,2023-12-31,5,Electronics,261.299987792969,Sneha Kapoor,Delhi,Peripherals,10,6
13906,Smartwatch,South,1975.26000976563,2024-03-25,1,Office Supplies,573.059997558594,Rohit Mehta,Mumbai,Gadgets,11,7
13907,Headphones,Central,3590.07006835938,2024-11-16,4,Electronics,896.0,Neha Arora,Pune,Accessories,12,8
13908,Monitor,West,819.210021972656,2026-04-10,2,Office Supplies,169.5,Rahul Sharma,Bangalore,Computing,13,9
13911,Smartwatch,East,4357.5400390625,2025-03-08,1,Office Supplies,1066.9599609375,Sneha Kapoor,Mumbai,Gadgets,16,12
13912,Camera,West,3044.80004882813,2025-01-06,5,Office Supplies,426.510009765625,Rohit Mehta,Pune,Imaging,17,13
13913,Mobile,West,103.650001525879,2024-11-27,2,Office Supplies,20.1800003051758,Neha Arora,Bangalore,Gadgets,18,14
13914,Smartwatch,South,2754.36010742188,2025-10-12,1,Office Supplies,588.419982910156,Rahul Sharma,Hyderabad,Gadgets,19,15
13915,Keyboard,West,4552.56982421875,2024-10-04,4,Electronics,1102.5400390625,Priya Singh,Delhi,Peripherals,20,16
13917,Printer,East,655.27001953125,2024-12-22,4,Office Supplies,79.1600036621094,Sneha Kapoor,Pune,Office Devices,22,18
13918,Tablet,South,3133.77001953125,2025-09-26,3,Electronics,1073.84997558594,Rohit Mehta,Bangalore,Gadgets,23,19
13919,Printer,Central,2238.35009765625,2024-12-14,1,Office Supplies,635.840026855469,Neha Arora,Hyderabad,Office Devices,24,20
13920,Camera,East,841.570007324219,2025-06-23,3,Office Supplies,107.059997558594,Rahul Sharma,Delhi,Imaging,5,21
13921,Laptop,Central,1969.89001464844,2025-06-02,2,Electronics,481.980010986328,Priya Singh,Mumbai,Computing,6,22
13922,Mouse,South,4171.3701171875,2026-01-02,2,Electronics,1067.2099609375,Amit Verma,Pune,Peripherals,7,23
13923,Smartwatch,East,3263.169921875,2024-06-24,3,Office Supplies,486.929992675781,Sneha Kapoor,Bangalore,Gadgets,8,24
13925,Camera,North,1062.76000976563,2024-06-01,5,Office Supplies,209.429992675781,Neha Arora,Delhi,Imaging,10,26
13928,Mobile,South,2733.43994140625,2025-09-29,5,Office Supplies,757.02001953125,Amit Verma,Bangalore,Gadgets,13,29
13930,Headphones,South,4843.52001953125,2024-05-20,1,Electronics,545.659973144531,Rohit Mehta,Delhi,Accessories,15,31
13931,Mobile,East,4365.31005859375,2024-05-11,3,Office Supplies,1066.81994628906,Neha Arora,Mumbai,Gadgets,16,32
13932,Laptop,North,3758.97998046875,2024-05-03,4,Electronics,1062.44995117188,Rahul Sharma,Pune,Computing,17,33
13933,Keyboard,East,1659.02001953125,2024-06-26,1,Electronics,554.609985351563,Priya Singh,Bangalore,Peripherals,18,34
13934,Headphones,Central,1691.26000976563,2026-01-20,5,Electronics,453.660003662109,Amit Verma,Hyderabad,Accessories,19,35
13935,Laptop,South,2465.90991210938,2025-08-06,5,Electronics,625.669982910156,Sneha Kapoor,Delhi,Computing,20,36
13936,Headphones,South,3749.46997070313,2024-02-21,2,Electronics,995.840026855469,Rohit Mehta,Mumbai,Accessories,21,37
13937,Mouse,South,2114.34008789063,2025-08-30,1,Electronics,353.709991455078,Neha Arora,Pune,Peripherals,22,38
13939,Tablet,West,519.570007324219,2026-01-19,3,Electronics,127.419998168945,Priya Singh,Hyderabad,Gadgets,24,40
13940,Tablet,East,692.969970703125,2023-11-14,3,Electronics,192.529998779297,Amit Verma,Delhi,Gadgets,5,41
13941,Mobile,West,2715.19995117188,2025-04-03,3,Office Supplies,462.160003662109,Sneha Kapoor,Mumbai,Gadgets,6,42
13943,Mobile,Central,3608.919921875,2025-09-16,3,Office Supplies,823.010009765625,Neha Arora,Bangalore,Gadgets,8,44
13944,Headphones,East,5400.43017578125,2025-08-05,5,Electronics,1214.56005859375,Rahul Sharma,Hyderabad,Accessories,9,45
13945,Smartwatch,East,2224.6298828125,2024-10-14,3,Office Supplies,689.619995117188,Priya Singh,Delhi,Gadgets,10,46
13946,Keyboard,West,1720.88000488281,2026-05-06,4,Electronics,336.899993896484,Amit Verma,Mumbai,Peripherals,11,47
13947,Keyboard,East,-3130.0400390625,2024-06-25,5,Electronics,-709.690002441406,Sneha Kapoor,Pune,Peripherals,12,48
13948,Tablet,North,4894.64990234375,2025-10-29,2,Electronics,1035.18005371094,Rohit Mehta,Bangalore,Gadgets,13,49
13949,Mouse,North,2964.05004882813,2024-09-15,4,Electronics,300.070007324219,Neha Arora,Hyderabad,Peripherals,14,50
13950,Headphones,Central,1202.56994628906,2024-01-24,5,Electronics,226.339996337891,Rahul Sharma,Delhi,Accessories,15,51
13951,Monitor,West,3959.8701171875,2024-06-19,1,Office Supplies,1132.81994628906,Priya Singh,Mumbai,Computing,16,52
13953,Smartwatch,West,982.960021972656,2026-01-30,5,Office Supplies,182.970001220703,Sneha Kapoor,Bangalore,Gadgets,18,54
13954,Camera,North,1434.61999511719,2025-06-01,5,Office Supplies,200.419998168945,Rohit Mehta,Hyderabad,Imaging,19,55
13955,Keyboard,North,1751.11999511719,2025-04-06,1,Electronics,577.210021972656,Neha Arora,Delhi,Peripherals,20,56
13956,Monitor,Central,4698.759765625,2025-02-01,2,Office Supplies,672.090026855469,Rahul Sharma,Mumbai,Computing,21,57
13957,Tablet,North,2448.830078125,2026-05-02,2,Electronics,755.02001953125,Priya Singh,Pune,Gadgets,22,58
13958,Mobile,North,858.570007324219,2025-02-18,1,Office Supplies,230.580001831055,Amit Verma,Bangalore,Gadgets,23,59
13960,Camera,South,1951.47998046875,2025-08-25,1,Office Supplies,321.410003662109,Rohit Mehta,Delhi,Imaging,5,61
13961,Mouse,North,1436.15002441406,2025-11-10,1,Electronics,458.820007324219,Neha Arora,Mumbai,Peripherals,6,62
13962,Laptop,North,139.479995727539,2024-04-25,5,Electronics,24.5599994659424,Rahul Sharma,Pune,Computing,7,63
13963,Monitor,West,3338.63989257813,2024-03-06,2,Office Supplies,1067.35998535156,Priya Singh,Bangalore,Computing,8,64
13964,Printer,East,1159.93005371094,2024-10-28,4,Office Supplies,131.110000610352,Amit Verma,Hyderabad,Office Devices,9,65
13965,Headphones,East,1613.67004394531,2025-06-13,2,Electronics,440.980010986328,Sneha Kapoor,Delhi,Accessories,10,66
